"","WorkerId","Random.ID","Start.Date","End.Date","Progress","Duration..in.seconds.","Finished","Recorded.Date","Response.ID","User.Language","Q_RecaptchaScore","Click.to.write.the.question.text...Date","X...I.believe.I.have.encountered.this.animal.species.in.the.real.world.","Which.social.media.do.you.have.use..select.all.that.apply..","X...I.am.knowledgeable.about.wildlife.and.or.habitat.conservation.","X...This.animal.is.an.endangered.species.","X...After.seeing.this.post..I.am.more.likely.to.support.wildlife.conservation.and.or.research.","X...This.animal.would.make.a.good.pet.","X...I.believe.I.have.encountered.this.animal.species.online.","X...I.would.seek.out.an.experience.to.personally.interact.with.this.animal.","X...This.post.depicts.wildlife.research.","X...I.would.like.to.have.this.animal.as.a.pet.","X...I.think.wildlife.conservation.is.important.","X...I.actively.support.or.participate.in.wildlife.and.or.habitat.conservation.","X...After.seeing.this.post..I.would.like.to.see.more.images.like.this.","To.see.the.post.again..use.your.mouse.to.click.on.the..Back..button.....What.one.word.comes.to.mind.when.you.see.this.post.","What.is.your.age.","Please.specify.your.ethnicity.","To.which.gender.identity.do.you.most.identify.","What.is.the.highest.degree.or.level.of.school.you.have.completed..If.currently.enrolled..what.is.your.highest.degree.received.","Treatment.shown","image","qresearch","qinteract","qgoodpet","qhavepet"
"778","A3V9YBWODVASDB",17294,2022-08-19 16:32:51,2022-08-19 16:40:21,100,450,"1",2022-08-19 16:40:22,"R_3iEHFdKQ5IXqc68","EN",1,"44792",4,"2",4,5,4,4,5,5,4,4,3,4,4,"Safe handling",25,5,1,4,"Image1","Image1",4,5,4,4
"779","A2LVI1G77QRBM8",73044,2022-08-19 16:32:51,2022-08-19 16:52:12,100,1161,"1",2022-08-19 16:52:12,"R_3EcDKrv0nHn8ELc","EN",0.899999976158142,"44792",4,"1,2,3",2,5,4,4,4,4,4,5,4,4,5,"VERY NICE SURVEY",32,1,2,4,"Image2","Image2",4,4,4,5
"780","A39396F55RA2UP",32979,2022-08-19 16:32:57,2022-08-19 16:38:12,100,314,"1",2022-08-19 16:38:13,"R_3DiK7tvHyg97YWJ","EN",1,"44792",1,"2",4,4,4,2,2,2,4,1,4,1,1,"i dont like this post",45,1,2,4,"Image4","Image4",4,2,2,1
"781","A2R0HMGT635LRB",80620,2022-08-19 16:33:16,2022-08-19 16:36:20,100,183,"1",2022-08-19 16:36:20,"R_AA2YG0JqjjzOZDr","EN",1,"44792",4,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,"Responsibility",40,2,1,2,"Image3","Image3",4,4,4,4
"782","ASLCNTHZIBUM7",18279,2022-08-19 16:33:23,2022-08-19 16:39:03,100,339,"1",2022-08-19 16:39:03,"R_2yasVyihfHRkvLo","EN",1,"44792",2,"1",2,4,3,1,4,1,5,1,4,3,2,"a cool job if you are young and not afraid",65,1,2,4,"Image2","Image2",5,1,1,1
"783","A4QTROQJPURVE",95383,2022-08-19 16:33:45,2022-08-19 16:48:03,100,857,"1",2022-08-19 16:48:04,"R_1lcME2UKywk3cXp","EN",0.800000011920929,"44792",2,"1",2,4,4,2,2,2,4,2,4,3,3,"Compassion",57,2,1,3,"Image3","Image3",4,2,2,2
"784","A3UVX2G18K5CC9",59896,2022-08-19 16:33:48,2022-08-19 16:56:34,100,1365,"1",2022-08-19 16:56:34,"R_enQrUNLJ15fKZJ7","EN",0.800000011920929,"44792",3,"1,2,3,5",4,4,4,4,4,4,2,4,5,4,5,"HUMANITY",49,1,1,4,"Image2","Image2",2,4,4,4
"785","A2C2WY0AJJ09PN",28833,2022-08-19 16:33:51,2022-08-19 16:36:43,100,172,"1",2022-08-19 16:36:44,"R_27m4Cfn2AKFmW56","EN",0.899999976158142,"44792",4,"2",5,4,4,4,4,4,4,4,5,5,5,"mark",30,1,1,4,"Image3","Image3",4,4,4,4
"786","A1B1I0WDF9VN2C",63002,2022-08-19 16:33:55,2022-08-19 16:44:58,100,662,"1",2022-08-19 16:44:58,"R_3iWjHlohQSnKf71","EN",0.800000011920929,"44792",4,"1,2,3,4,5",5,4,4,4,4,4,4,2,5,5,4,"HOW NEAR HE SEEN GORILLA",49,1,1,5,"Image1","Image1",4,4,4,2
"787","A357W9Z4ZFHDIQ",41588,2022-08-19 16:34:02,2022-08-19 16:36:30,100,148,"1",2022-08-19 16:36:31,"R_2Vpy3gmpQXX7yKg","EN",0.899999976158142,"44792",4,"1,2,3,4,5",4,5,5,5,5,4,5,5,4,5,4,"wildlife",40,1,2,5,"Image2","Image2",5,4,5,5
"788","A30UDMQUJS3KOC",74987,2022-08-19 16:34:11,2022-08-19 16:40:04,100,353,"1",2022-08-19 16:40:04,"R_26o756NF7d7wTIr","EN",1,"44792",2,"1,2,5",2,4,3,2,4,3,4,2,5,2,2,"monkey",39,4,2,3,"Image3","Image3",4,3,2,2
"789","A1T7EB1WEDCMXV",36512,2022-08-19 16:34:13,2022-08-19 16:53:29,100,1155,"1",2022-08-19 16:53:29,"R_1puJx9ArWHVickw","EN",1,"44792",1,"1,3",2,5,4,1,5,4,3,1,4,3,5,"fascinating",35,1,1,1,"Image1","Image1",3,4,1,1
"790","A1P3I7YCWXF9YG",45665,2022-08-19 16:34:17,2022-08-19 16:48:39,100,861,"1",2022-08-19 16:48:39,"R_1kFzgxf1rT2uR0h","EN",0.899999976158142,"44792",2,"1",4,4,5,2,2,3,5,2,5,5,4,"conservation",47,3,2,3,"Image4","Image4",5,3,2,2
"791","ASVPTWBAE7UJ",71033,2022-08-19 16:34:17,2022-08-19 16:38:27,100,250,"1",2022-08-19 16:38:28,"R_895NRxvdGJ0KXzH","EN",0.800000011920929,"44792",4,"2",4,5,4,4,4,5,5,5,5,5,4,"very good",25,1,2,4,"Image3","Image3",5,5,4,5
"792","A35P3BCCMBPPSE",71459,2022-08-19 16:34:22,2022-08-19 16:38:17,100,234,"1",2022-08-19 16:38:17,"R_2s52kTrkNMQDVDW","EN",0.899999976158142,"44792",5,"2",5,5,5,1,5,5,5,1,5,5,5,"Amazing",30,4,1,4,"Image1","Image1",5,5,1,1
"793","A2D0PEMJEXDCAU",77684,2022-08-19 16:34:28,2022-08-19 16:36:08,100,99,"1",2022-08-19 16:36:08,"R_2YEwEZ1213DYYpE","EN",1,"44792",4,"1,2,3",4,4,4,5,4,5,5,5,5,4,4,"animal",30,1,1,4,"Image3","Image3",5,5,5,5
"794","A1OQE4XNUYJ58T",63365,2022-08-19 16:34:46,2022-08-19 16:37:18,100,151,"1",2022-08-19 16:37:18,"R_1HjXMIucyq5p1NT","EN",1,"44792",4,"3",5,4,4,4,4,4,4,4,4,5,4,"Torture",25,1,1,4,"Image4","Image4",4,4,4,4
"795","A2UK5M44OMNTW1",91564,2022-08-19 16:34:48,2022-08-19 16:37:24,100,156,"1",2022-08-19 16:37:25,"R_2bVsWDILtMXcbuD","EN",1,"44792",4,"1,2",4,4,4,4,4,4,4,4,4,4,4,"animal",30,1,1,5,"Image2","Image2",4,4,4,4
"796","A1NOKRL0IA8GGG",64326,2022-08-19 16:34:56,2022-08-19 16:47:20,100,743,"1",2022-08-19 16:47:20,"R_Wlis9VXY2JPHMBj","EN",0.899999976158142,"44792",5,"2",5,4,5,2,2,5,5,2,5,5,5,"gorilla",36,5,1,4,"Image1","Image1",5,5,2,2
"797","A2CCQZMZ4DSVX3",32313,2022-08-19 16:35:07,2022-08-19 16:36:58,100,110,"1",2022-08-19 16:36:58,"R_1KmfqoVhAS7JAfo","EN",0.800000011920929,"44792",5,"1,2,3,5",4,4,4,4,2,5,4,2,5,2,4,"good feel",30,1,1,4,"Image4","Image4",4,5,4,2
"798","A1YIDWVXRSUAZA",61595,2022-08-19 16:35:28,2022-08-19 16:40:20,100,291,"1",2022-08-19 16:40:21,"R_2qq5uOTeyKchaFc","EN",1,"44792",5,"2",4,4,5,4,4,4,5,4,4,4,5,"good",30,4,1,4,"Image4","Image4",5,4,4,4
"799","A1RVSCULEMXJVB",16569,2022-08-19 16:35:31,2022-08-19 16:50:34,100,902,"1",2022-08-19 16:50:34,"R_3g2diieBs8EBiu1","EN",0.899999976158142,"44792",4,"1,2",4,4,4,4,4,4,4,4,4,4,5,"good and bad",36,1,1,5,"Image3","Image3",4,4,4,4
"800","A166BS4L4QUBR9",41947,2022-08-19 16:35:31,2022-08-19 16:40:08,100,277,"1",2022-08-19 16:40:09,"R_3lyLVaMUZ9nLdyU","EN",1,"28953",4,"1,2,3",4,5,5,4,5,5,4,4,5,5,5,"MINDBLOWING",43,1,1,4,"Image4","Image4",4,5,4,4
"801","AP6CJAMKZ7GR4",70458,2022-08-19 16:35:42,2022-08-19 16:38:32,100,169,"1",2022-08-19 16:38:32,"R_pAGGp11SJG1tbBT","EN",0.800000011920929,"44792",1,"1,2,3,5",2,4,4,1,5,1,5,1,5,4,2,"nature",32,1,2,2,"Image4","Image4",5,1,1,1
"802","A2N6XPJRQCVN5W",50348,2022-08-19 16:35:43,2022-08-19 16:41:11,100,328,"1",2022-08-19 16:41:11,"R_1fd46kVkH1QbJon","EN",1,"44792",4,"1,2,3",4,2,4,4,4,4,4,4,4,4,4,"Animals listen us",28,1,2,4,"Image2","Image2",4,4,4,4
"803","A1AOESAIFG8K9Y",56436,2022-08-19 16:35:46,2022-08-19 16:50:47,100,900,"1",2022-08-19 16:50:47,"R_3noBgPdTA6kpvwq","EN",1,"44792",4,"1,2",4,2,4,4,4,4,4,4,4,4,4,"Fear",31,1,1,4,"Image2","Image2",4,4,4,4
"804","AC9LDFK3JFWAW",94380,2022-08-19 16:35:47,2022-08-19 16:39:04,100,197,"1",2022-08-19 16:39:04,"R_2bUUpZWd75nlhaj","EN",1,"44792",4,"1,2,3,4",5,5,5,4,5,4,5,5,5,5,5,"good",30,1,1,4,"Image2","Image2",5,4,4,5
"805","A349BBTU7L597J",64718,2022-08-19 16:35:51,2022-08-19 16:39:14,100,202,"1",2022-08-19 16:39:14,"R_8dCgUGLlz4GRvyh","EN",1,"44792",4,"1,3",4,4,4,4,4,4,4,4,4,4,4,"monster",30,1,1,5,"Image1","Image1",4,4,4,4
"806","A127UR6B9HR808",98650,2022-08-19 16:35:57,2022-08-19 16:43:42,100,465,"1",2022-08-19 16:43:43,"R_3MzzHkN1HwvRK43","EN",0.899999976158142,"44792",4,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,"LIKE",41,1,1,4,"Image3","Image3",4,4,4,4
"807","A19PK1L3M1MVAG",29815,2022-08-19 16:35:59,2022-08-19 16:44:12,100,493,"1",2022-08-19 16:44:12,"R_1JIQdp1m0EF9pPB","EN",1,"44792",4,"2",4,4,5,5,5,5,5,5,4,4,4,"animal",30,1,1,4,"Image4","Image4",5,5,5,5
"808","A1VBQOPBCB4OXP",16479,2022-08-19 16:36:01,2022-08-19 16:47:30,100,688,"1",2022-08-19 16:47:31,"R_6fm17zFvzUgLl5L","EN",0.800000011920929,"44792",1,"1,2,3",4,5,4,2,2,4,2,4,4,4,4,"GORILLA WAS SO CUTE",60,1,2,4,"Image1","Image1",2,4,2,4
"809","A3GUC6GIB2HKZB",16479,2022-08-19 16:36:01,2022-08-19 16:47:30,100,688,"1",2022-08-19 16:47:31,"R_6fm17zFvzUgLl5L","EN",0.800000011920929,"44792",1,"1,2,3",4,5,4,2,2,4,2,4,4,4,4,"GORILLA WAS SO CUTE",60,1,2,4,"Image1","Image1",2,4,2,4
"810","A2137K4XEU12TI",77025,2022-08-19 16:36:08,2022-08-19 16:41:48,100,339,"1",2022-08-19 16:41:48,"R_2b2fW3Hrk1vum8w","EN",0.899999976158142,"44782",2,"1,2,3,5",2,5,4,1,4,2,4,1,5,2,4,"The humanlike expressions of some animals",46,1,2,5,"Image1","Image1",4,2,1,1
"811","A3B1Z6V20YPE01",23141,2022-08-19 16:36:19,2022-08-19 16:40:46,100,266,"1",2022-08-19 16:40:46,"R_2Wu88zbp6zI97BG","EN",0.899999976158142,"44792",4,"1,2,3,4,5",5,4,5,4,4,4,4,4,5,4,4,"good",35,4,2,2,"Image3","Image3",4,4,4,4
"812","A260T9FEXK38XX",73209,2022-08-19 16:36:19,2022-08-19 16:41:27,100,307,"1",2022-08-19 16:41:27,"R_1Q9k37Sq85o4yx6","EN",1,"44792",5,"1,2,3",4,5,5,5,4,4,5,4,4,5,5,"good",27,1,2,4,"Image4","Image4",5,4,5,4
"813","A2Z0DI2L5GV87Y",73267,2022-08-19 16:36:20,2022-08-19 16:40:18,100,237,"1",2022-08-19 16:40:19,"R_31NQu7j5HDnRKJa","EN",0.899999976158142,"44792",1,"1,2,3",3,3,2,2,4,2,4,1,4,4,3,"research",44,1,1,4,"Image4","Image4",4,2,2,1
"814","AS7SMJ3H6RHJ9",32825,2022-08-19 16:36:26,2022-08-19 16:45:45,100,559,"1",2022-08-19 16:45:45,"R_9t576GD7R5k1gVr","EN",1,"44792",4,"2",5,5,4,5,5,5,5,4,5,5,4,"likely",40,4,2,4,"Image3","Image3",5,5,5,4
"815","A1X345H5ACZ3QP",46111,2022-08-19 16:36:29,2022-08-19 16:40:13,100,224,"1",2022-08-19 16:40:14,"R_1dEKzRFkcrgDhLt","EN",1,"44787",5,"1,2,3",4,4,4,4,4,5,5,4,5,5,5,"the animal reaction face felling not bad",51,1,2,4,"Image4","Image4",5,5,4,4
"816","A1DGTOS987I2MA",87848,2022-08-19 16:36:29,2022-08-19 16:40:30,100,240,"1",2022-08-19 16:40:30,"R_W7B2NzARxu4b5ap","EN",1,"44792",4,"2,3,4",4,4,4,4,4,4,4,4,4,4,4,"SCARY",45,1,2,4,"Image3","Image3",4,4,4,4
"817","AJ15Z1O5WWNX5",93339,2022-08-19 16:36:33,2022-08-19 16:40:16,100,222,"1",2022-08-19 16:40:16,"R_2QRQNPcZO240Fvu","EN",1,"44792",3,"3",2,4,3,1,3,3,4,1,5,4,3,"cute",55,1,1,3,"Image3","Image3",4,3,1,1
"818","A1U3NL14LUUHG",62261,2022-08-19 16:36:38,2022-08-19 16:43:29,100,411,"1",2022-08-19 16:43:30,"R_z3dsh1wz2sO3mYp","EN",1,"44792",4,"2",2,4,4,4,4,4,4,4,4,5,4,"clam",25,3,1,4,"Image4","Image4",4,4,4,4
"819","A2BDBRXYJSWVXQ",97199,2022-08-19 16:36:38,2022-08-19 16:44:01,100,442,"1",2022-08-19 16:44:01,"R_9FU6eKU170Mn6N3","EN",0.699999988079071,"44792",5,"2",5,3,5,4,5,5,5,5,4,4,5,"GORILLA",35,1,2,4,"Image2","Image2",5,5,4,5
"820","AVLDKYQH9BEZ1",97199,2022-08-19 16:36:38,2022-08-19 16:44:01,100,442,"1",2022-08-19 16:44:01,"R_9FU6eKU170Mn6N3","EN",0.699999988079071,"44792",5,"2",5,3,5,4,5,5,5,5,4,4,5,"GORILLA",35,1,2,4,"Image2","Image2",5,5,4,5
"821","A15ZR3830X5Q12",10033,2022-08-19 16:36:41,2022-08-19 16:39:57,100,195,"1",2022-08-19 16:39:57,"R_URZ0guFR118YwA9","EN",0.899999976158142,"44792",4,"1,2,3,5",4,5,4,4,5,4,5,4,4,4,4,"GORILLA",28,1,2,4,"Image2","Image2",5,4,4,4
"822","A1F9VDNG9P7MZD",97001,2022-08-19 16:36:41,2022-08-19 16:41:10,100,268,"1",2022-08-19 16:41:11,"R_3eksxHWJBvnyaJP","EN",1,"44792",2,"1,2,3",4,4,4,3,4,3,4,2,4,5,4,"gorilla",35,1,2,2,"Image1","Image1",4,3,3,2
"823","AALTVZSE06LJX",87467,2022-08-19 16:36:55,2022-08-19 16:46:18,100,563,"1",2022-08-19 16:46:19,"R_bBhpivwFYm7ZNeh","EN",0.699999988079071,"44792",2,"1,2,3,4,5",4,2,4,2,3,4,4,2,4,4,4,"INTRESTING",37,1,2,4,"Image2","Image2",4,4,2,2
"824","A9DHCNNON2ZK5",63845,2022-08-19 16:37:03,2022-08-19 16:41:30,100,266,"1",2022-08-19 16:41:30,"R_TjZnjEBrlTXwxa1","EN",0.899999976158142,"44792",4,"1,2,3,5",4,4,4,4,4,5,5,5,4,4,4,"EXPECTATION",43,3,1,4,"Image2","Image2",5,5,4,5
"825","A3L41S3YTR23QG",20226,2022-08-19 16:37:07,2022-08-19 16:39:16,100,128,"1",2022-08-19 16:39:16,"R_1CscTjqNK1ZFeJg","EN",1,"44792",4,"2",4,4,4,4,4,4,4,4,4,4,4,"animal",30,1,1,4,"Image3","Image3",4,4,4,4
"826","AFDQ9MCITLN0F",58445,2022-08-19 16:37:08,2022-08-19 16:44:15,100,427,"1",2022-08-19 16:44:15,"R_2wmh8lwl5mtOVo5","EN",0.899999976158142,"44792",1,"1,2,3",4,2,2,2,1,2,4,2,4,5,2,"Creepy",61,1,2,4,"Image3","Image3",4,2,2,2
"827","A2549GA1R8X1YQ",81945,2022-08-19 16:37:20,2022-08-19 16:41:55,100,275,"1",2022-08-19 16:41:55,"R_1QuXziz6OEbwRsc","EN",1,"44792",4,"1",4,2,2,1,5,1,5,1,5,3,4,"Jungle",54,1,2,2,"Image2","Image2",5,1,1,1
"828","A156JKOA4I7WYV",86493,2022-08-19 16:37:25,2022-08-19 16:44:50,100,444,"1",2022-08-19 16:44:51,"R_1nMENnZqWNpBGzE","EN",0.899999976158142,"44792",2,"2,5",4,4,4,4,2,4,3,4,3,3,3,"exploitation",31,3,2,3,"Image3","Image3",3,4,4,4
"829","A2P21BAUR2XSUL",88962,2022-08-19 16:37:29,2022-08-19 16:43:47,100,377,"1",2022-08-19 16:43:47,"R_3EFH5F1FkbHo4ga","EN",1,"44792",4,"3",4,4,4,4,5,5,4,5,4,4,4,"Torture",25,1,1,4,"Image2","Image2",4,5,4,5
"830","A1JCI4LMNRO2DL",59947,2022-08-19 16:37:36,2022-08-19 16:40:51,100,194,"1",2022-08-19 16:40:51,"R_2wsEThYp2X40p7k","EN",1,"44792",4,"3",4,5,4,4,4,4,4,4,4,4,4,"Caring",25,1,1,4,"Image4","Image4",4,4,4,4
"831","A1KBDB4QJKCOF9",77812,2022-08-19 16:37:38,2022-08-19 16:42:03,100,264,"1",2022-08-19 16:42:03,"R_DcJp2B5TKsX1YuB","EN",1,"44792",1,"1,5",2,3,3,2,2,2,4,2,5,2,2,"sad",38,1,2,3,"Image3","Image3",4,2,2,2
"832","A1JYI8QUHF7XX6",89863,2022-08-19 16:37:50,2022-08-19 16:47:43,100,592,"1",2022-08-19 16:47:43,"R_3rGUJ1B2fkmxOdF","EN",0.899999976158142,"44792",5,"1,2,3,5",5,2,5,3,5,4,5,3,4,5,5,"nice",47,3,2,4,"Image1","Image1",5,4,3,3
"833","A34H7UVYQTC390",10755,2022-08-19 16:37:51,2022-08-19 16:41:42,100,231,"1",2022-08-19 16:41:42,"R_2OSAW5SxYYRx278","EN",1,"44792",1,"1",2,3,3,1,1,2,3,1,4,3,3,"What",44,1,2,5,"Image3","Image3",3,2,1,1
"834","A17F7KTIFEIRQT",83453,2022-08-19 16:37:55,2022-08-19 16:43:16,100,321,"1",2022-08-19 16:43:17,"R_1g7p74r4eVtRBOR","EN",0.699999988079071,"44792",3,"1,2,3,4,5",3,3,4,2,3,3,4,3,4,4,4,"thrilling",52,4,1,4,"Image1","Image1",4,3,2,3
"835","A1ZL09EBW7BGZ5",16536,2022-08-19 16:37:57,2022-08-19 16:42:02,100,245,"1",2022-08-19 16:42:02,"R_8llmdeJZ3war9uh","EN",1,"44792",4,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,"safe handling",25,5,1,4,"Image4","Image4",4,4,4,4
"836","A2VD5R9Y2BHNHU",23377,2022-08-19 16:38:03,2022-08-19 16:41:09,100,186,"1",2022-08-19 16:41:10,"R_xmZh3xSrp6XeY1j","EN",0.800000011920929,"44792",4,"1,2,3",4,4,4,4,4,4,4,4,4,4,5,"GorillaMan",35,1,2,4,"Image2","Image2",4,4,4,4
"837","A27RS192S3Q5EW",40224,2022-08-19 16:38:04,2022-08-19 16:42:28,100,263,"1",2022-08-19 16:42:28,"R_XNUaQQA0bP4lSjn","EN",0.699999988079071,"44792",4,"1",5,4,3,1,4,4,4,1,5,5,4,"animals",57,1,2,4,"Image3","Image3",4,4,1,1
"838","A1WDKH2DYOYE8X",15961,2022-08-19 16:38:15,2022-08-19 16:40:40,100,144,"1",2022-08-19 16:40:40,"R_2wzYIBlIq6hWB9T","EN",0.899999976158142,"44792",1,"2",2,4,2,1,4,1,5,1,5,2,4,"Cute",33,1,1,5,"Image4","Image4",5,1,1,1
"839","ACE4C6ZAZTS1D",12673,2022-08-19 16:38:16,2022-08-19 16:42:28,100,251,"1",2022-08-19 16:42:28,"R_YXQerPwOqobDr0t","EN",1,"44792",1,"1,2,5",4,5,3,1,2,1,5,1,5,5,5,"Beauty",39,3,2,2,"Image1","Image1",5,1,1,1
"840","A2QVQJ7IGUU91S",12341,2022-08-19 16:38:33,2022-08-19 16:41:35,100,181,"1",2022-08-19 16:41:35,"R_1cUGBARwBpPJxsE","EN",1,"44792",5,"2",4,5,4,4,5,4,4,5,4,5,4,"good",30,4,1,4,"Image4","Image4",4,4,4,5
"841","AY95CQJPGZBU6",73612,2022-08-19 16:38:49,2022-08-19 16:41:20,100,150,"1",2022-08-19 16:41:20,"R_1Oq7KC0G1U7sizc","EN",1,"44792",5,"2",5,5,5,5,5,5,5,5,5,5,5,"Nice",30,4,1,4,"Image3","Image3",5,5,5,5
"842","A3F55JJCVTTCCW",55515,2022-08-19 16:38:53,2022-08-19 16:46:49,100,476,"1",2022-08-19 16:46:50,"R_2xRUIxtxwGojm6L","EN",1,"44792",1,"1,3",4,4,2,1,2,1,3,1,5,4,2,"mouse",71,1,1,4,"Image3","Image3",3,1,1,1
"843","A3GJ4ZYB1R7GWR",21687,2022-08-19 16:38:54,2022-08-19 16:42:32,100,217,"1",2022-08-19 16:42:32,"R_a3p8ljA2VaFnUjL","EN",1,"44792",5,"1,2",5,5,5,5,5,5,5,5,5,5,5,"primatologist",29,4,1,5,"Image4","Image4",5,5,5,5
"844","A2IR8YL6FRQYHR",22734,2022-08-19 16:39:00,2022-08-19 16:41:23,100,143,"1",2022-08-19 16:41:23,"R_2YFYmBwbR76andR","EN",1,"44792",5,"1,3,5",4,2,4,2,4,5,4,2,5,2,4,"GOOD FEEL",30,1,1,4,"Image2","Image2",4,5,2,2
"845","A1E2T3ZUKPLTTM",78430,2022-08-19 16:39:01,2022-08-19 16:41:19,100,137,"1",2022-08-19 16:41:19,"R_1rP5bX6pEFvOU1I","EN",1,"44792",5,"2",5,5,5,5,5,5,5,5,5,4,5,"nice",63,1,2,4,"Image2","Image2",5,5,5,5
"846","AI0RACPIMVUUB",86328,2022-08-19 16:39:19,2022-08-19 16:41:49,100,150,"1",2022-08-19 16:41:49,"R_2tArgM96rG4VEnq","EN",0.899999976158142,"44792",4,"1,2",4,4,4,4,4,4,4,5,4,4,4,"animal",30,1,1,5,"Image1","Image1",4,4,4,5
"847","A3K8E22O7CHYJR",31441,2022-08-19 16:39:37,2022-08-19 16:41:49,100,132,"1",2022-08-19 16:41:50,"R_3PoUzJhmN1m3KZ3","EN",0.899999976158142,"44792",1,"2",1,1,1,1,1,1,1,1,1,1,1,"animal",30,1,1,4,"Image3","Image3",1,1,1,1
"848","ATOMXBLDX6DRH",66078,2022-08-19 16:39:37,2022-08-19 17:02:33,100,1375,"1",2022-08-19 17:02:33,"R_2eVIlo4QfLyR9JQ","EN",1,"44792",4,"2",5,4,4,1,4,5,4,2,4,4,4,"great",35,1,1,4,"Image2","Image2",4,5,1,2
"849","ASXWSNSIHXAHT",45834,2022-08-19 16:39:38,2022-08-19 16:46:15,100,397,"1",2022-08-19 16:46:16,"R_2ypYAvXeXbuFZec","EN",1,"44792",4,"1,2,3,5",4,4,5,4,4,5,4,4,5,4,4,"nice",41,1,1,4,"Image2","Image2",4,5,4,4
"850","A2FLVA7TK6T3MA",14346,2022-08-19 16:39:46,2022-08-19 17:08:36,100,1729,"1",2022-08-19 17:08:36,"R_2QX60uCXHytbiYk","EN",1,"44792",1,"2,5",3,4,4,1,4,3,4,1,5,3,2,"Funny",31,3,2,4,"Image1","Image1",4,3,1,1
"851","A2F89G0V6F1F51",25416,2022-08-19 16:39:51,2022-08-19 16:41:41,100,110,"1",2022-08-19 16:41:42,"R_0jMJ6XnEdX6Odnb","EN",0.899999976158142,"44792",5,"1,2,3",4,5,4,4,5,4,5,5,5,5,4,"animal",30,1,1,4,"Image1","Image1",5,4,4,5
"852","A2ZW029G7AOF3B",72311,2022-08-19 16:39:58,2022-08-19 16:52:22,100,744,"1",2022-08-19 16:52:23,"R_204wFG4hK5Ipn7r","EN",0.899999976158142,"44792",1,"1,3,5",3,2,3,1,4,2,4,1,5,4,5,"Scary",43,1,1,4,"Image1","Image1",4,2,1,1
"853","A26ZQUGCDE71PS",65857,2022-08-19 16:40:08,2022-08-19 16:43:57,100,228,"1",2022-08-19 16:43:57,"R_3fpb3fvx0u0CcCe","EN",0.899999976158142,"44792",5,"2",4,5,5,5,4,5,5,5,5,4,4,"animals",30,1,1,4,"Image4","Image4",5,5,5,5
"854","A2Q2E55XZ7V2YY",52919,2022-08-19 16:40:09,2022-08-19 16:43:31,100,201,"1",2022-08-19 16:43:31,"R_da2cP8EsGYtxom5","EN",0.899999976158142,"44792",4,"1,2,3,5",4,4,4,4,5,4,4,5,4,5,5,"GORILLA",35,1,2,4,"Image1","Image1",4,4,4,5
"855","A1HO986V3ZW4I3",13850,2022-08-19 16:40:10,2022-08-19 16:44:46,100,276,"1",2022-08-19 16:44:46,"R_2eWKQ98VCTaKWUN","EN",0.100000001490116,"44792",4,"2",4,4,4,4,4,4,4,4,4,4,4,"THIS ANIMAL ARE Disgusting",21,1,2,4,"Image3","Image3",4,4,4,4
"856","A1X965ABM1YODR",53561,2022-08-19 16:40:26,2022-08-19 16:47:24,100,417,"1",2022-08-19 16:47:24,"R_3PAXk2uPMypwrsL","EN",0.899999976158142,"44792",1,"1,2,3",1,3,3,2,2,1,3,1,4,3,3,"hilarious eyes",45,5,1,4,"Image4","Image4",3,1,2,1
"857","A2YTVS92JJBPDM",78304,2022-08-19 16:40:31,2022-08-19 16:46:49,100,377,"1",2022-08-19 16:46:49,"R_12a6qydxxzvY6nh","EN",0.899999976158142,"44792",2,"1",4,4,5,3,2,3,3,3,4,2,5,"Interesting",41,1,2,2,"Image2","Image2",3,3,3,3
"858","AW4PTI9P13WUB",35347,2022-08-19 16:40:34,2022-08-19 16:46:19,100,344,"1",2022-08-19 16:46:19,"R_2A11bdDB6zsutpV","EN",1,"44792",4,"1,2,3,5",4,4,4,4,4,4,4,5,4,4,4,"FUNNY",45,1,1,4,"Image2","Image2",4,4,4,5
"859","ABUKIYCNDSPKE",56760,2022-08-19 16:40:36,2022-08-19 16:48:14,100,457,"1",2022-08-19 16:48:15,"R_27IgYNQ7MztUzL5","EN",1,"44792",5,"1,2,3,4,5",5,5,5,1,1,5,5,5,5,5,5,"save animals",45,1,2,4,"Image1","Image1",5,5,1,5
"860","A10OE8HH3ZTS9M",40426,2022-08-19 16:40:40,2022-08-19 16:54:51,100,850,"1",2022-08-19 16:54:51,"R_A1HpmS4rBHvpe7f","EN",1,"44792",1,"3",4,3,5,1,1,1,4,1,5,5,5,"Endangered",62,1,2,4,"Image4","Image4",4,1,1,1
"861","A33GJNAZW1PNH4",76314,2022-08-19 16:40:41,2022-08-19 16:44:35,100,233,"1",2022-08-19 16:44:35,"R_1jw6nFJi0XWxKfK","EN",1,"44792",1,"1,2,3",4,5,5,4,5,5,3,5,5,4,5,"FORGIVENES",35,1,1,4,"Image3","Image3",3,5,4,5
