WorkerId,Random.ID,Start.Date,End.Date,Progress,Duration..in.seconds.,Finished,Recorded.Date,Response.ID,User.Language,Q_RecaptchaScore,Click.to.write.the.question.text...Date,X...I.believe.I.have.encountered.this.animal.species.in.the.real.world.,Which.social.media.do.you.have.use..select.all.that.apply..,X...I.am.knowledgeable.about.wildlife.and.or.habitat.conservation.,X...This.animal.is.an.endangered.species.,X...After.seeing.this.post..I.am.more.likely.to.support.wildlife.conservation.and.or.research.,X...This.animal.would.make.a.good.pet.,X...I.believe.I.have.encountered.this.animal.species.online.,X...I.would.seek.out.an.experience.to.personally.interact.with.this.animal.,X...This.post.depicts.wildlife.research.,X...I.would.like.to.have.this.animal.as.a.pet.,X...I.think.wildlife.conservation.is.important.,X...I.actively.support.or.participate.in.wildlife.and.or.habitat.conservation.,X...After.seeing.this.post..I.would.like.to.see.more.images.like.this.,To.see.the.post.again..use.your.mouse.to.click.on.the..Back..button.....What.one.word.comes.to.mind.when.you.see.this.post.,What.is.your.age.,Please.specify.your.ethnicity.,To.which.gender.identity.do.you.most.identify.,What.is.the.highest.degree.or.level.of.school.you.have.completed..If.currently.enrolled..what.is.your.highest.degree.received.,Treatment.shown
A2WKKTBR5PQD1,29950,8/19/2022 16:04,8/19/2022 16:10,100,321,1,8/19/2022 16:10,R_1dc8tuJbN0r6F1y,EN,0.899999976,8/19/2022,5,"1,2",5,5,4,5,5,5,5,5,5,5,5,PET,40,1,1,2,Image2
AN2PUBKLOWXV9,74522,8/19/2022 16:04,8/19/2022 16:20,100,934,1,8/19/2022 16:20,R_2rjbu67r5ym4lNg,EN,1,8/19/2022,4,"1,2,3,4,5",4,4,4,3,4,3,4,4,4,4,4,More Safety to get in,31,1,2,4,Image2
A1HDLV0EKH5A9F,24901,8/19/2022 16:04,8/19/2022 16:09,100,288,1,8/19/2022 16:09,R_02lzYSzWis6yyM9,EN,0.800000012,8/19/2022,4,2,4,4,4,4,4,4,4,4,4,4,4,me with my research subject,30,1,1,4,Image3
A225J5T6WHO2MG,80602,8/19/2022 16:04,8/19/2022 16:13,100,515,1,8/19/2022 16:13,R_diCCIJkc1nkZdLP,EN,1,8/19/2022,5,"2,3",4,4,4,3,4,4,4,4,5,5,4,afraid,43,1,1,4,Image3
A13LKULUTCJCVU,35076,8/19/2022 16:04,8/19/2022 16:11,100,371,1,8/19/2022 16:11,R_125YklS0qv0WlsC,EN,1,8/19/2022,4,"1,2,3",4,4,4,4,4,4,5,4,4,4,4,nice,28,1,1,4,Image4
A385TZNH4Y84DM,81477,8/19/2022 16:04,8/19/2022 16:08,100,181,1,8/19/2022 16:08,R_SCrCedmObrntfKV,EN,1,8/19/2022,1,"1,2,5",2,4,3,1,3,4,5,1,5,5,4,Adorable,27,1,2,2,Image4
A1J9N4GV8AD6FH,42068,8/19/2022 16:05,8/19/2022 16:07,100,120,1,8/19/2022 16:07,R_3qagPZZoxN2Joxe,EN,1,8/19/2022,4,2,4,4,4,4,4,4,4,4,4,4,4,NICE,24,5,1,4,Image4
A3OFMEOMELZBBC,42068,8/19/2022 16:05,8/19/2022 16:07,100,120,1,8/19/2022 16:07,R_3qagPZZoxN2Joxe,EN,1,8/19/2022,4,2,4,4,4,4,4,4,4,4,4,4,4,NICE,24,5,1,4,Image4
A199D3PL67NVTG,45061,8/19/2022 16:05,8/19/2022 16:10,100,306,1,8/19/2022 16:10,R_1cYfX3wdPYRZPHn,EN,1,8/19/2022,3,"1,2,3",3,4,4,2,2,2,4,1,4,4,4,research for gorillas life and activities,26,1,2,5,Image1
A39223N3DNTRQL,59107,8/19/2022 16:05,8/19/2022 16:08,100,183,1,8/19/2022 16:08,R_2sc1pTxP7DEsVHL,EN,0.800000012,8/19/2022,4,"1,2",4,4,4,2,4,4,4,2,2,2,2,happly,42,1,2,4,Image3
A3NT8QEXFBYGF,41733,8/19/2022 16:05,8/19/2022 16:17,100,757,1,8/19/2022 16:17,R_3NCCwKwa33Aa5nR,EN,1,8/19/2022,4,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,slow loris,30,1,1,4,Image3
A345LN2ZUSR8BA,28996,8/19/2022 16:05,8/19/2022 16:16,100,701,1,8/19/2022 16:16,R_2y7bbCLcn5JMLJW,EN,0.800000012,8/19/2022,4,"1,2",4,4,4,4,4,4,4,5,5,5,4,ME WITH MY RESEARCH SUBJECT,35,1,2,4,Image3
A184WIYGEBBOEL,63312,8/19/2022 16:05,8/19/2022 16:12,100,408,1,8/19/2022 16:12,R_2dQQlJ9NqvC0k0W,EN,0.899999976,8/19/2022,5,2,4,5,4,5,5,4,4,4,4,5,5,good,30,4,1,4,Image4
A3QGV7WD7N0W4F,16523,8/19/2022 16:05,8/19/2022 16:11,100,346,1,8/19/2022 16:11,R_smQlP3zm3vyKHdv,EN,0.899999976,8/19/2022,5,"1,2",4,5,4,4,4,4,4,4,5,5,4,gorilla,30,1,1,4,Image2
A19QYNI3MKP596,16523,8/19/2022 16:05,8/19/2022 16:11,100,346,1,8/19/2022 16:11,R_smQlP3zm3vyKHdv,EN,0.899999976,8/19/2022,5,"1,2",4,5,4,4,4,4,4,4,5,5,4,gorilla,30,1,1,4,Image2
A328TZXRN9RKR3,92269,8/19/2022 16:05,8/19/2022 16:16,100,693,1,8/19/2022 16:17,R_2OZ9wvm6BIiKrn7,EN,0.800000012,8/9/2022,4,"1,2,3,5",5,5,5,4,4,5,4,4,4,4,4,CUTE,43,1,1,4,Image4
A3QMSRJUCWX18Y,92004,8/19/2022 16:05,8/19/2022 16:11,100,326,1,8/19/2022 16:11,R_aXFuD46iP3oVCfL,EN,1,8/19/2022,4,"2,3,5",4,4,4,4,4,4,5,4,4,4,4,I DONT LIKE THIS PICS,31,1,2,4,Image3
A2PQT8RBQCK54,17603,8/19/2022 16:05,8/19/2022 16:08,100,153,1,8/19/2022 16:08,R_2aeEfrwWFLa0Wcp,EN,1,8/19/2022,4,2,4,4,4,4,5,4,4,4,4,4,4,good,30,1,1,5,Image1
A1EU59VMI8GL4K,33818,8/19/2022 16:05,8/19/2022 16:09,100,212,1,8/19/2022 16:09,R_1LUM2ToqoWtJTcu,EN,1,8/19/2022,2,"1,2,3",5,2,5,1,2,4,5,1,5,5,5,Gorilla,60,2,1,5,Image2
A3GPYCHKB2KDLC,20706,8/19/2022 16:05,8/19/2022 16:10,100,262,1,8/19/2022 16:10,R_1E0TQKOesjXjnth,EN,0.899999976,8/19/2022,1,3,2,2,1,1,3,1,3,1,4,1,3,fascinated,58,7,1,5,Image1
AW132SS7LF2K5,45535,8/19/2022 16:05,8/19/2022 16:08,100,174,1,8/19/2022 16:08,R_1OOgLENYGFqF4Tp,EN,1,8/19/2022,5,2,5,4,4,4,5,5,5,5,4,4,4,angry,41,1,2,4,Image1
A2SB6KM49UYIX9,57796,8/19/2022 16:06,8/19/2022 16:18,100,754,1,8/19/2022 16:18,R_2dLOzrBJC63tEPc,EN,1,8/19/2022,4,"1,2,3",4,4,4,4,4,1,1,5,1,4,1,threathening,29,1,1,4,Image2
A8EU25VJOJQOR,37651,8/19/2022 16:06,8/19/2022 16:09,100,214,1,8/19/2022 16:09,R_OQemG5UtGXbaY2l,EN,1,8/19/2022,4,"1,2,3",5,1,4,2,4,2,4,2,1,3,4,happy,47,1,2,4,Image2
A3WDQG5PQE66J,58848,8/19/2022 16:06,8/19/2022 16:17,99,645,0,8/26/2022 16:17,R_1GByMflycELp96o,EN,0.899999976,8/19/2022,1,1,2,4,4,1,3,2,5,1,5,3,3,Peacefull,65,1,1,3,Image2
A2TRV4712KFUBX,31607,8/19/2022 16:06,8/19/2022 16:14,100,492,1,8/19/2022 16:14,R_2656y3hJEDttwuF,EN,0.800000012,8/19/2022,4,"1,2",4,4,4,3,4,4,3,3,3,4,3,MAN SEE THE GORILLA,47,1,2,4,Image2
AN45KLUESX3NY,70226,8/19/2022 16:06,8/19/2022 16:12,100,362,1,8/19/2022 16:12,R_1IhZ1d6yuBHHxzm,EN,0.899999976,8/19/2022,1,"1,2,3,5",2,4,4,2,2,2,5,2,5,4,4,Cute,31,1,2,4,Image4
AJR4ML6A80TRU,95954,8/19/2022 16:06,8/19/2022 16:10,100,248,1,8/19/2022 16:10,R_6JZVg4N6qwQH6kF,EN,0.899999976,8/19/2022,4,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,Monkey,61,1,1,4,Image2
AUB1EZFAPP81P,26464,8/19/2022 16:06,8/19/2022 16:12,100,368,1,8/19/2022 16:12,R_2DSTrQcAdKVXgw3,EN,0.699999988,8/19/2022,2,"1,2,3,5",2,5,5,2,1,1,2,2,5,5,5,Wow,43,3,1,5,Image3
A3UPHQIY7SQ14M,44617,8/19/2022 16:06,8/19/2022 16:11,100,269,1,8/19/2022 16:11,R_1K8zcZpGmYriaFe,EN,1,8/19/2022,4,"1,2,3,4,5",4,4,4,5,4,5,5,5,4,5,5,Pet,40,1,1,5,Image2
AZRUZ6ZPSR29D,96367,8/19/2022 16:06,8/19/2022 16:11,100,275,1,8/19/2022 16:11,R_3kNY5bbKItbXZri,EN,1,8/19/2022,4,"1,2,3",3,3,4,4,4,4,4,4,4,4,4,nnice post,28,1,2,4,Image4
A1WB9WAN12ZQ5C,25192,8/19/2022 16:06,8/19/2022 16:14,100,460,1,8/19/2022 16:14,R_bPeUJ8v1lEEEr4t,EN,1,8/19/2022,4,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,wildlife loris in the picture,35,2,1,4,Image3
AVRD9XYKPXSY3,46492,8/19/2022 16:06,8/19/2022 16:08,100,137,1,8/19/2022 16:08,R_x91HoosqVYPrzMZ,EN,0.899999976,8/19/2022,1,"1,2",1,3,2,2,4,1,3,1,4,1,3,eyes,38,1,1,4,Image3
A2AS2Z9P0VV2NP,46492,8/19/2022 16:06,8/19/2022 16:08,100,137,1,8/19/2022 16:08,R_x91HoosqVYPrzMZ,EN,0.899999976,8/19/2022,1,"1,2",1,3,2,2,4,1,3,1,4,1,3,eyes,38,1,1,4,Image3
A3F0AOK5MXC1FE,63642,8/19/2022 16:06,8/19/2022 16:14,100,451,1,8/19/2022 16:14,R_O3aRdiQMVkbXm2l,EN,0.400000006,8/19/2022,4,2,5,4,5,4,4,4,4,4,4,4,4,animal,60,1,2,4,Image1
AC7QPNOH2LELF,77980,8/19/2022 16:06,8/19/2022 16:15,100,505,1,8/19/2022 16:15,R_3s49S4jMEEZATnt,EN,0.899999976,8/19/2022,2,"1,2,3",3,4,4,1,4,3,4,1,4,2,4,Awe,59,2,2,4,Image1
A2VAZJ877GIK0D,46324,8/19/2022 16:06,8/19/2022 16:11,100,315,1,8/19/2022 16:11,R_2ykFfRHTujflebU,EN,1,8/19/2022,4,"1,2",4,4,3,3,2,4,4,3,4,5,4,Gorilla,35,1,2,2,Image1
AY7LRW5Q88WL7,81820,8/19/2022 16:06,8/19/2022 16:14,100,465,1,8/19/2022 16:14,R_2aFwxmSE9ZUMRZX,EN,1,8/19/2022,5,"1,2",4,4,5,4,5,5,5,4,4,5,4,It looks like cute,25,5,2,4,Image3
A2DKPBPIQ04CJ,71137,8/19/2022 16:06,8/19/2022 16:19,100,782,1,8/19/2022 16:19,R_2DZAd3nCfhhizqy,EN,1,8/19/2022,4,"1,2,3",4,4,4,5,4,4,4,4,4,4,4,lemur monkey ,40,1,2,4,Image3
A2WYD12BW53BXV,65728,8/19/2022 16:06,8/19/2022 16:09,100,158,1,8/19/2022 16:09,R_vka9w3PL64pA6mB,EN,1,8/19/2022,4,2,4,5,4,5,4,4,5,5,5,4,5,very nice,30,4,2,4,Image1
A3Q897SMMVA32T,65728,8/19/2022 16:06,8/19/2022 16:09,100,158,1,8/19/2022 16:09,R_vka9w3PL64pA6mB,EN,1,8/19/2022,4,2,4,5,4,5,4,4,5,5,5,4,5,very nice,30,4,2,4,Image1
A2GFLPRMYCE1E0,60478,8/19/2022 16:06,8/19/2022 16:11,100,294,1,8/19/2022 16:11,R_O8Qjkv27WT85CPn,EN,1,8/19/2022,5,"1,2,3",2,2,4,4,4,2,4,4,2,5,4,Observation,33,1,2,4,Image2
A2C4SEU0UB1PA9,62352,8/19/2022 16:06,8/19/2022 16:12,100,368,1,8/19/2022 16:12,R_29twyd1AtJzWrBA,EN,0.899999976,8/19/2022,5,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,Pity,23,1,2,4,Image1
A2ZRL1ZWWXJ0L7,94947,8/19/2022 16:06,8/19/2022 16:14,100,459,1,8/19/2022 16:14,R_1roiG7b3p4gOD3c,EN,0.899999976,8/19/2022,1,"1,2,3",2,1,3,1,5,3,3,1,5,2,1,cruelty,29,3,1,4,Image3
A1WPQ6SIWESKGC,95288,8/19/2022 16:06,8/19/2022 16:16,100,573,1,8/19/2022 16:16,R_1dKUuGj54J6sRB1,EN,0.400000006,8/19/2022,1,"1,2,4",1,3,1,2,1,1,5,1,5,3,1,cute,38,6,2,4,Image3
A1B81RS0ELC70N,98607,8/19/2022 16:06,8/19/2022 16:38,100,1918,1,8/19/2022 16:38,R_3EgowogGAL3tmYc,EN,0.800000012,8/19/2022,1,"1,2,3",4,3,4,3,5,4,5,5,4,5,3,The very nice,60,1,2,4,Image2
A3TN3GQAO61BVB,32147,8/19/2022 16:06,8/19/2022 16:10,100,211,1,8/19/2022 16:10,R_dhas15CDmoas3bb,EN,1,8/19/2022,1,"1,3",4,5,4,1,5,1,4,1,5,3,4,scary,52,1,1,4,Image2
A65OJ6BRR1SQF,79016,8/19/2022 16:07,8/19/2022 16:11,100,287,1,8/19/2022 16:11,R_RCR9Q7AR2Ta8tTX,EN,0.899999976,8/19/2022,5,"1,2,3",2,4,4,5,4,5,5,4,4,4,5,sad,22,1,1,4,Image4
A23WFXKNFPQPBH,14243,8/19/2022 16:07,8/19/2022 16:13,100,362,1,8/19/2022 16:13,R_2c1vTRw6rFQXqrN,EN,0.899999976,8/19/2022,2,"1,2,3,4,5",4,2,4,2,4,4,4,2,5,5,4,WILDLIFE PETS,37,1,2,4,Image2
A2523N9UVCFUPT,87212,8/19/2022 16:07,8/19/2022 16:10,100,218,1,8/19/2022 16:10,R_23dwJwXbXJPe83P,EN,1,8/19/2022,4,2,5,4,5,4,5,5,5,5,5,5,5,ANIMALS,30,1,1,4,Image2
A3O7IBUTG3631A,50270,8/19/2022 16:07,8/19/2022 16:12,100,287,1,8/19/2022 16:12,R_PzHeTa1RW62OlXj,EN,0.899999976,10/13/1977,4,"2,3",4,4,4,5,2,4,2,4,2,2,4,research subject,45,1,2,4,Image3
A2D84R95NDZ2NM,52966,8/19/2022 16:07,8/19/2022 16:11,100,265,1,8/19/2022 16:11,R_9Y53mG4yx7gqg6Z,EN,0.699999988,8/19/2022,5,2,5,5,5,5,5,5,5,4,5,5,5,happy,31,1,2,4,Image1
A2F1W0RUJYHNVD,15502,8/19/2022 16:07,8/19/2022 16:18,100,661,1,8/19/2022 16:18,R_2Eh2d0bpc1BFHe5,EN,0.899999976,8/10/2022,5,"1,2,3",2,4,4,5,4,5,4,5,4,5,4,the animal feeling face not bad,51,2,2,4,Image4
A23FNM26YGL56Q,15946,8/19/2022 16:07,8/19/2022 16:16,100,561,1,8/19/2022 16:16,R_23ePpngAlbalVfv,EN,0.699999988,8/19/2022,5,2,4,5,5,2,4,5,4,1,5,5,5,Wildlife,32,1,1,4,Image1
A2VUJ3PTQXPDMS,28872,8/19/2022 16:07,8/19/2022 16:17,99,592,0,8/26/2022 16:17,R_56y7oDR84w2EaTD,EN,0.899999976,8/19/2022,3,2,4,3,4,4,3,2,4,4,3,4,4,very beatyful animal,33,5,1,5,Image4
AQGCSLIMSGWUV,80888,8/19/2022 16:07,8/19/2022 16:11,100,277,1,8/19/2022 16:11,R_3ixSDOETOQcDbJG,EN,0.899999976,8/19/2022,2,"1,2,3",4,4,5,4,4,4,4,4,4,4,4,GOOD FRIEND,42,4,2,5,Image1
A1G7UANDO0V4JX,67620,8/19/2022 16:07,8/19/2022 16:09,100,146,1,8/19/2022 16:09,R_3QFXcuNVlB1jHeo,EN,0.800000012,8/19/2022,2,"1,2,3,5",5,4,4,2,4,4,4,2,5,4,4,GOOD FEEL,30,1,1,4,Image3
A23MIO4AHU5R8F,84480,8/19/2022 16:07,8/19/2022 16:20,100,765,1,8/19/2022 16:20,R_1NtdORBjAKOX1B0,EN,0.300000012,8/19/2022,4,"1,2,3,5",4,2,4,4,2,4,4,4,4,4,4,BEAUTIFUL,24,4,1,4,Image3
AURYD2FH3FUOQ,68885,8/19/2022 16:07,8/19/2022 16:11,100,220,1,8/19/2022 16:11,R_4H21j3ZcuVpNKKZ,EN,1,8/19/2022,1,"1,3",2,3,1,1,1,1,5,1,4,1,1,primate,61,1,2,4,Image4
AIYOMF8PJJLEQ,68831,8/19/2022 16:07,8/19/2022 16:26,100,1131,1,8/19/2022 16:26,R_1kMre3o4UiZpKm4,EN,1,8/16/2022,4,2,4,5,5,4,4,4,4,4,3,5,4,the animal candle the safe,25,5,1,4,Image4
A1WISFBL3J5Z12,31669,8/19/2022 16:07,8/19/2022 16:13,100,329,1,8/19/2022 16:13,R_2VBzyVgGBz7iVRR,EN,0.899999976,8/19/2022,2,"3,5",2,5,4,1,5,1,3,1,5,5,3,invasive,39,3,2,4,Image1
A2D1P8V5YPI6G6,63847,8/19/2022 16:07,8/19/2022 16:11,100,194,1,8/19/2022 16:11,R_2v7mtGwpPRbq4wS,EN,0.800000012,8/19/2022,4,"1,2,3",1,3,4,4,4,4,4,5,4,5,4,love ,24,4,1,4,Image2
A2I37S7GQR6X1H,54553,8/19/2022 16:07,8/19/2022 16:19,100,675,1,8/19/2022 16:19,R_3n1P012qkmXJfO9,EN,1,8/19/2022,1,"1,2,3",2,3,1,1,2,1,4,1,4,1,1,ugly,61,1,1,5,Image3
AOI2DJMRF13CZ,79571,8/19/2022 16:07,8/19/2022 16:10,100,169,1,8/19/2022 16:10,R_RnoqnvyleQIPxq9,EN,1,8/19/2022,4,2,4,4,4,4,5,4,4,5,4,4,4,good,30,4,1,4,Image1
A275V3KU75DZX,70410,8/19/2022 16:07,8/19/2022 16:12,100,272,1,8/19/2022 16:12,R_2bmbAoHa12P3epz,EN,0.899999976,11/18/2011,5,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,goods,40,2,1,2,Image4
A2H2Q4Q03APTMH,53966,8/19/2022 16:08,8/19/2022 16:19,100,691,1,8/19/2022 16:19,R_3LjVV37zLxpSUNX,EN,1,8/19/2022,2,"1,2,3",4,3,3,2,2,3,4,2,5,2,3,vulnerable,32,1,2,4,Image4
A3T5X3PSTKNS6W,68998,8/19/2022 16:08,8/19/2022 16:11,100,182,1,8/19/2022 16:11,R_1dhteOALe6COX1i,EN,0.800000012,8/19/2022,4,"1,2,3,4,5",5,4,5,4,5,5,4,4,5,4,4,pretty,25,1,1,4,Image3
A3GE6U4PKY9XTW,51204,8/19/2022 16:08,8/19/2022 16:23,100,896,1,8/19/2022 16:23,R_3J4TWIxgZQCHoM0,EN,1,3/8/2020,4,"1,2,3",4,4,5,3,4,2,4,4,4,4,2,It was nice ,25,1,1,4,Image1
A2M2HLOKLN7FP4,28935,8/19/2022 16:08,8/19/2022 16:16,100,502,1,8/19/2022 16:16,R_3lubYQiybpz4Zyy,EN,0.899999976,8/19/2022,5,2,4,4,5,5,5,5,5,4,4,5,4,monkey,32,1,2,4,Image4
A17JUIY13I7RL8,56734,8/19/2022 16:08,8/19/2022 16:28,100,1221,1,8/19/2022 16:28,R_33BB6XewLYOs2Ob,EN,1,8/19/2022,5,"1,2,3",4,4,5,5,5,4,5,4,5,5,5,jessd,62,1,1,5,Image4
AUOAXX8VYN9CP,87632,8/19/2022 16:08,8/19/2022 16:11,100,210,1,8/19/2022 16:11,R_Y4gyhrnQeQ2r2Ol,EN,1,8/19/2022,5,"1,2,3,5",5,5,5,5,5,5,5,5,5,5,5,HAPPY ANIMALS,40,1,1,2,Image3
A1RQ8PX7A0CH3C,27534,8/19/2022 16:08,8/19/2022 16:14,100,381,1,8/19/2022 16:14,R_UoJqMUU73loGhXz,EN,1,8/19/2022,4,"1,2,3,5",4,4,5,2,4,4,4,2,5,4,4,Sympathy,36,6,2,4,Image4
AU1OERSMTAXUF,76737,8/19/2022 16:08,8/19/2022 16:11,100,192,1,8/19/2022 16:11,R_2TR8DDgRZiCoKNq,EN,1,8/19/2022,5,2,5,5,5,4,5,5,5,5,5,5,4,Wow,30,4,1,4,Image4
A3QPVH0DRW0ZQV,48787,8/19/2022 16:08,8/19/2022 16:13,100,329,1,8/19/2022 16:13,R_Za8PwBAkmv53NN7,EN,1,8/19/2022,4,"1,2,3,5",2,3,2,1,5,5,2,1,5,1,2,Gorilla,45,1,2,2,Image1
A3GR66LECRELCH,58577,8/19/2022 16:08,8/19/2022 16:14,100,345,1,8/19/2022 16:14,R_XqchGsqy9J7bq5H,EN,0.899999976,8/19/2022,5,2,4,4,4,5,5,4,3,4,4,4,4,GOOD AND BEAUTIFUL AND ALL ANIMALS SAFE,38,1,1,4,Image2
A1ARWNTZHGFG8Y,20560,8/19/2022 16:08,8/19/2022 16:42,100,2020,1,8/19/2022 16:42,R_3nV39Wu3ZuBGmfV,EN,0.899999976,8/19/2022,4,"1,3,5",4,5,4,4,4,4,4,4,4,4,4,Beast,24,5,1,4,Image2
A1651250EKM6LE,28717,8/19/2022 16:08,8/19/2022 16:12,100,215,1,8/19/2022 16:12,R_2zzKmXhadgEGakC,EN,1,8/19/2022,5,"1,2,3,4",4,4,4,4,4,5,4,4,4,5,4,Back,40,2,1,2,Image4
A1HWX2INOUOPS9,65118,8/19/2022 16:08,8/19/2022 16:15,100,414,1,8/19/2022 16:15,R_2aVVMYcJlrXwXOQ,EN,1,8/19/2022,4,"1,2,3,4,5",4,2,4,4,4,4,4,5,5,5,4,monkey looking in the man,29,1,1,4,Image2
A3GXCNV1KSZHCQ,33604,8/19/2022 16:08,8/19/2022 16:17,100,505,1,8/19/2022 16:17,R_21AMVCNESNeq8n9,EN,1,8/19/2022,5,2,4,4,4,1,1,5,4,4,4,4,4,gorila,30,1,1,4,Image1
A1J5DG2GOQN6LC,50637,8/19/2022 16:08,8/19/2022 16:10,100,123,1,8/19/2022 16:10,R_C3LkzEn1rLbTtfj,EN,0.899999976,8/19/2022,4,2,5,4,4,4,4,5,4,4,4,4,4,NICE,24,5,1,4,Image2
A175766N4ZEO2R,59335,8/19/2022 16:08,8/19/2022 16:14,100,328,1,8/19/2022 16:14,R_3NWEDLVxRcH4Vwq,EN,0.899999976,8/19/2022,4,"1,2",4,4,4,4,4,4,4,4,4,4,4,monkey,35,1,2,4,Image4
A100FVY6N5ROG6,30992,8/19/2022 16:08,8/19/2022 16:13,100,287,1,8/19/2022 16:13,R_1nW9FDAqhRaiyaj,EN,0.899999976,8/19/2022,2,2,4,2,4,4,2,4,4,2,4,4,4,worry,51,1,2,4,Image3
ATRRVQWZZ87QA,58618,8/19/2022 16:08,8/19/2022 16:12,100,214,1,8/19/2022 16:12,R_5bcspy16rxufYHv,EN,1,8/19/2022,5,"1,2,3,5",4,4,5,5,5,4,4,4,5,5,5,weird,35,2,1,4,Image3
A1VAH7UJPU97QZ,93316,8/19/2022 16:08,8/19/2022 16:13,100,263,1,8/19/2022 16:13,R_2eUUWETDtFzDXMM,EN,0.800000012,11/18/2001,5,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,GOODS,40,2,1,2,Image1
A1V8M8BRL3ASC9,34154,8/19/2022 16:08,8/19/2022 16:18,99,586,0,8/26/2022 16:18,R_2fcIvRXzh8vXShQ,EN,0.400000006,8/19/2022,4,6,4,4,3,4,4,4,4,4,5,3,4,THE PERSON LOOKING THE MONKEY,38,4,2,4,Image1
A1CIWGE3EI8HCZ,79172,8/19/2022 16:08,8/19/2022 16:11,100,172,1,8/19/2022 16:11,R_3KUzJL1XYfFEZrf,EN,1,8/19/2022,4,2,4,4,4,4,4,4,4,4,4,4,4,good,30,1,1,5,Image3
A1F6E5PY1CFLOU,25659,8/19/2022 16:09,8/19/2022 16:13,100,270,1,8/19/2022 16:13,R_1l0IZaTMIddtrwq,EN,0.300000012,8/19/2022,5,2,5,4,5,4,4,2,5,4,4,5,4,Animals handled with safely,25,5,2,4,Image4
AJQGWV0HXFPE7,52858,8/19/2022 16:09,8/19/2022 16:11,100,167,1,8/19/2022 16:11,R_3smpWKe9lif6O7L,EN,0.899999976,8/19/2022,4,2,2,5,4,4,4,4,5,5,4,5,4,amzing ,40,1,2,4,Image2
A11EXIB1MVBZFJ,89616,8/19/2022 16:09,8/19/2022 16:13,100,264,1,8/19/2022 16:13,R_1qVR9bL8j5u2oDv,EN,0.800000012,8/19/2022,3,"1,2,3",4,3,4,4,3,2,4,4,4,4,4,wildlife,50,1,1,4,Image4
A2HJV21N7I6NWF,92282,8/19/2022 16:09,8/19/2022 16:27,100,1116,1,8/19/2022 16:27,R_3rVvfF3wK4o6o6f,EN,1,8/19/2022,4,2,4,4,5,1,4,5,4,2,4,4,5,beautifull,33,4,1,4,Image1
A39PVS41ZLKKUZ,97849,8/19/2022 16:09,8/19/2022 16:12,100,199,1,8/19/2022 16:12,R_BQktZ87rxeElMRj,EN,1,8/19/2022,4,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,animal,25,1,2,5,Image2
A2SHOFSQGLTOCE,69135,8/19/2022 16:09,8/19/2022 16:15,100,343,1,8/19/2022 16:15,R_eYdJXLBSxYfevUR,EN,1,8/19/2022,1,"1,2,3",2,4,2,1,4,1,5,1,4,2,2,Majestic ,43,1,1,4,Image2
A1BQI9JKLVCIL0,70541,8/19/2022 16:09,8/19/2022 16:13,100,223,1,8/19/2022 16:13,R_23UcSuVPFIkRFTr,EN,0.899999976,8/19/2022,1,"1,3,5",2,4,3,1,4,1,3,1,4,1,3,Dangerous ,37,1,1,3,Image1
AQPFTUIJ0PW2N,78671,8/19/2022 16:09,8/19/2022 16:16,100,387,1,8/19/2022 16:16,R_UQ3I3WTO5IjtoBz,EN,0.899999976,8/19/2022,4,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,i like this animal,56,1,2,4,Image2
A2HZV0GZCOCAAN,26617,8/19/2022 16:09,8/19/2022 16:14,100,292,1,8/19/2022 16:14,R_1oHiDbHgLuKtNdf,EN,0.899999976,8/19/2022,4,"1,2,3",4,4,4,5,5,5,5,4,4,2,2,COMES,37,2,1,4,Image4
A28V5XY8A0R6Q5,27111,8/19/2022 16:09,8/19/2022 16:28,100,1125,1,8/19/2022 16:28,R_BQgKezn1ByKeg1j,EN,1,8/19/2023,1,1,2,4,5,2,1,4,5,1,5,4,5,Adorable,41,1,2,2,Image4
ANWGFLN9SI746,30672,8/19/2022 16:09,8/19/2022 16:13,100,242,1,8/19/2022 16:13,R_vBOhq84l9H89DKF,EN,0.899999976,8/19/2022,2,"1,2,3",4,2,5,1,2,5,5,1,5,5,5,Research,35,2,2,4,Image4
A24VHC33466EKM,75694,8/19/2022 16:09,8/19/2022 16:14,100,276,1,8/19/2022 16:14,R_2zN10dhPre3Wey0,EN,0.899999976,8/19/2022,5,"1,2",5,5,5,5,5,5,5,5,5,5,5,mountain corilla,29,4,1,5,Image2
A380BQFYVYMCL2,52607,8/19/2022 16:09,8/19/2022 16:13,100,257,1,8/19/2022 16:13,R_3NEgGBZWDmEcMGL,EN,1,8/19/2022,4,2,4,4,4,4,5,4,2,5,4,4,4,nature,35,1,1,4,Image3
AB5WBMZGLX57B,68189,8/19/2022 16:09,8/19/2022 16:21,100,719,1,8/19/2022 16:21,R_2CssRs3Wbs3DL3q,EN,0.899999976,8/19/2022,4,"1,2,3,5",4,4,5,1,4,4,4,1,5,4,4,Cute,45,6,1,4,Image2
